,소재지명,도로명,위도,경도,시설구분
143,토월체육공원,경기도 용인시 수지구 수풍로23번길 36,37.327725594,127.0844026243,공중화장실
144,수지체육공원(인라인),경기도 용인시 수지구 신수로683번길 31,37.3300185318,127.0984433959,공중화장실
145,원희캐슬 서천2,경기도 용인시 기흥구 서천로117번길 9,37.2370175309,127.0740217171,개방화장실
146,마북동 행정복지센터,경기도 용인시 기흥구 구교동로118번길 16,37.3016066897,127.1174720189,공중화장실
147,영덕1동 행정복지센터,경기도 용인시 기흥구 흥덕2로118번길 2,37.2778255436,127.0745137864,공중화장실
148,보정동 행정복지센터,경기도 용인시 기흥구 죽전로 40,37.3201971698,127.113100268,공중화장실
149,상하동행정복지센터,경기도 용인시 기흥구 어정로 62-23,37.2705201993,127.1383714202,공중화장실
150,서농동행정복지센터,경기도 용인시 기흥구 서천서로 79,37.2379796669,127.0683905145,공중화장실
151,구갈동 행정복지�너,경기도 용인시 기흥구 강남로 23,37.2724067514,127.1275906845,공중화장실
152,신갈동행정복지센터,경기도 용인시 기흥구 신갈로58번길 11,37.2725644668,127.1066780887,공중화장실
153,상갈동주민센터,경기도 용인시 기흥구 상갈로 2,37.2665825552,127.1076904244,공중화장실
154,구갈스포츠센타,경기도 용인시 기흥구 구갈로 74,37.2811266369,127.1118113199,개방화장실
155,한성프라자,경기도 용인시 기흥구 마북로 159,37.3041049423,127.1235301616,개방화장실
156,쥬네브문월드,경기도 용인시 기흥구 동백5로 22,37.2759041874,127.1512723246,공중화장실
157,이마트 동백점,경기도 용인시 기흥구 동백죽전대로 444,37.2779963615,127.1515897965,공중화장실
158,한국민속촌 외부화장실,경기도 용인시 기흥구 민속촌로 90,37.2606752981,127.1205661648,공중화장실
159,이마트 트레이더스 구성점,경기도 용인시 기흥구 용구대로 2457,37.3039712756,127.1046527186,공중화장실
160,강남병원,경기도 용인시 기흥구 중부대로 411,37.2736708927,127.1114435444,공중화장실
161,프리미엄아울렛,경기도 용인시 기흥구 중부대로 64,37.2666002164,127.0762010419,공중화장실
162,코스트코 공세점,경기도 용인시 기흥구 탑실로 38,37.238318828,127.1089418166,공중화장실
163,이마트 흥덕점,경기도 용인시 기흥구 흥덕중앙로 60,37.2757570895,127.0733297742,공중화장실
164,위령탑,경기도 용인시 처인구 양지면 한터로454번길 5,37.2621028,127.2551590685,간이화장실
165,금륜사,경기도 용인시 처인구 양지면 교동로18번길 87-22,37.2455110694,127.2845736582,간이화장실
166,새터말어린이공원,경기도 용인시 처인구 금학로253번길 15,37.2393120705,127.1919722913,공중화장실
167,경안천 삼삼마을 건강공원,경기도 용인시 처인구 경안천자전거1길 607,37.2201255237,127.226811676,공중화장실
168,원삼 안산소하천 생태공원,경기도 용인시 처인구 원삼면 고당로 8,37.1656373368,127.3111119579,공중화장실
169,경안천 유방동,경기도 용인시 처인구 백옥대로1402번길 29-2,37.2602678397,127.2165057389,공중화장실
170,송전교 밑,경기도 용인시 처인구 이동읍 경기동로742번길 41,37.1336433567,127.1969046174,간이화장실
171,포곡 도시숲,경기도 용인시 처인구 포곡읍 포곡로 255,37.2782546556,127.2297376277,공중화장실
172,용인시노동복지회관,경기도 용인시 처인구 중부대로 1356,37.2340287368,127.1950263799,공중화장실
173,송전레스피아 화장실,경기도 용인시 처인구 이동읍 경기동로 752-9,37.1342371777,127.200009666,공중화장실
174,둔전체육공원,경기도 용인시 처인구 포곡읍 둔전리 422-2,37.2659097373,127.2146470834,공중화장실
175,모현읍보건지소 로비,경기도 용인시 처인구 모현읍 독점로 31-6,37.3294550112,127.2423886045,공중화장실
176,백암보건지소 로비,경기도 용인시 처인구 백암면 백암로 189 ,37.1633966837,127.3753735896,공중화장실
177,이동읍보건지소 로비,경기도 용인시 처인구 이동읍 경기동로 673,37.1411233252,127.1961991903,공중화장실
178,기흥실내배드민턴장,경기도 용인시 기흥구 신정로41번길 59,37.2786838065,127.0982876169,공중화장실
179,기흥레스피아 축구장화장실,경기도 용인시 기흥구 하갈로 79,37.2521134199,127.0964553873,공중화장실
180,수지체육공원실내배드민턴장,경기도 용인시 수지구 신수로683번길 31,37.3300185318,127.0984433959,공중화장실
181,처인실내배드민턴장,경기도 용인시 처인구 동부로 136,37.2245953065,127.2224219474,공중화장실
182,모현레스피아축구장,경기도 용인시 처인구 모현읍 문현로357번길 107,37.3461806652,127.2478715756,공중화장실
183,모현레스피아 야구장 화장실,경기도 용인시 처인구 모현읍 문현로357번길 107,37.3461806652,127.2478715756,공중화장실
184,88C.C,경기도 용인시 기흥구 석성로521번길 169,37.3067315461,127.1604622201,공중화장실
185,평생학습관,경기도 용인시 수지구 문정로7번길 15,37.3205436396,127.0954126088,공중화장실
186,탄천 연원마을,경기도 용인시 기흥구 용구대로 2441-1,37.3041782525,127.104550079,공중화장실
187,탄천 엑스파크공원,경기도 용인시 기흥구 죽전로27번길 33,37.3234068898,127.1105894103,공중화장실
188,성복천 풍덕고가밑 삼거리,경기도 용인시 기흥구 진산로 152,37.3218290897,127.1023470079,공중화장실
189,석성산 초당고앞,경기도 용인시 기흥구 동백중앙로 24,37.2590675703,127.1642624661,공중화장실
190,광교산 체육공원,경기도 용인시 수지구 동천로 557,37.3527817295,127.0516666317,공중화장실
191,광교산 성복동 등산로,경기도 용인시 수지구 성복1로 282,37.3246808036,127.0551746058,공중화장실
