,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,Latitude,Longitude,이용가능시간,이용자 제한,지번주소,행정동
2839,스타코프,경기 용인시 기흥구 청명산로 51 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 기흥구 청명산로 51경기 용인시 기흥구 청명산로 51 (저압수용가)(하갈동 332-2),37.2586051,127.0901528,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 하갈동 332-2,영덕2동
2840,스타코프,경기 용인시 기흥구 청명산로43번길 30-18 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 기흥구 청명산로43번길 30-18경기 용인시 기흥구 청명산로43번길 30-18(하갈동 331-64),37.2594667,127.0886499,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 기흥구 하갈동 331-64,영덕2동
2841,스타코프,경기 용인시 기흥구 탑실로 145-60 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 145-60경기 용인시 기흥구 탑실로 145-60 (저압수용가)(공세동 129-10),37.2409748,127.1139501,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 기흥구 공세동 129-10,기흥동
2842,스타코프,경기 용인시 기흥구 트리플힐스로 7-12 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 기흥구 트리플힐스로 7-12경기 용인시 기흥구 트리플힐스로 7-12 (저압수용가)(영덕동 1097-12),37.275694,127.0896113,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 영덕동 1097-12,영덕1동
2843,스타코프,경기 용인시 기흥구 트리플힐스로 7-28 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 기흥구 트리플힐스로 7-28경기 용인시 기흥구 트리플힐스로 7-28(영덕동 1097-28),37.274579,127.0681782,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 기흥구 영덕동 1097-28,영덕1동
2844,스타코프,경기 용인시 기흥구 트리플힐스로 7-28 (저압수용가),2,AC완속,경기도,용인시,경기도 용인시 기흥구 트리플힐스로 7-28경기 용인시 기흥구 트리플힐스로 7-28(영덕동 1097-28),37.274579,127.0681782,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 영덕동 1097-28,영덕1동
2845,스타코프,경기 용인시 수지구 동천로 480-9 (저압수용가),2,AC완속,경기도,용인시,경기도 용인시 수지구 동천로 480-9경기 용인시 수지구 동천로 480-9(시인의 마을),37.3482423,127.069027,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 동천동 680-13 시인의 마을,동천동
2846,스타코프,경기 용인시 수지구 동천로192번길 14 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 수지구 동천로192번길 14경기 용인시 수지구 동천로192번길 14(동천동 484-34),37.3482423,127.069027,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 동천동 484-34,동천동
2847,스타코프,경기 용인시 수지구 신봉1로172번길 38 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로172번길 38경기 용인시 수지구 신봉1로172번길 38 (저압수용가)(신봉동 242-2),37.3283853,127.0694887,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 신봉동 242-2,신봉동
2848,스타코프,경기 용인시 수지구 신봉1로301번길 6 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로301번길 6경기 용인시 수지구 신봉1로301번길 6 (저압수용가)(신봉동 593-1),37.3320521,127.0561687,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 신봉동 593-1,신봉동
2849,스타코프,경기 용인시 수지구 호수로148번길 19(저압수용가),1,AC완속,경기도,용인시,경기도 용인시 수지구 호수로148번길 19경기 용인시 수지구 호수로148번길 19(저압수용가)(고기동 2-12),37.3475326,127.0752164,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 고기동 2-12,동천동
2850,스타코프,경기 용인시 처인구 모현읍 능원리 264 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 능원로 31경기도 용인시 처인구 모현읍 능원로 31(능원리 264),37.3369497,127.1731156,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 처인구 모현읍 능원리 264,모현읍
2851,스타코프,경기 용인시 처인구 모현읍 능원리 264 (저압수용가),2,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 능원로 31경기도 용인시 처인구 모현읍 능원로 31(능원리 264),37.3369497,127.1731156,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 처인구 모현읍 능원리 264,모현읍
2852,스타코프,경기 용인시 처인구 모현읍 오산로13번길 38-34 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 오산로13번길 38-34경기 용인시 처인구 모현읍 오산로13번길 38-34 (저압수용가)(오산리 34-17),37.3325346,127.1612454,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 처인구 모현읍 오산리 34-17,모현읍
2853,스타코프,경기 용인시 처인구 모현읍 왕림로 68-20 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 왕림로 68-20경기 용인시 처인구 모현읍 왕림로 68-20 (저압수용가)(동림리 107-5),37.3442951,127.1830776,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 처인구 모현읍 동림리 107-5,모현읍
2854,스타코프,경기 용인시 처인구 신기로 110-13 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 신기로 110-13경기 용인시 처인구 신기로 110-13(남동 480-35),37.2155331,127.1997776,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 처인구 남동 480-35,중앙동
2855,스타코프,경기 용인시 처인구 양지면 용곡로 6-10 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 양지면 용곡로 6-10경기 용인시 처인구 양지면 용곡로 6-10 (저압수용가)(남곡리 117-17),37.2257513,127.2894368,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 처인구 양지면 남곡리 117-17,양지면
2856,스타코프,경기 용인시 처인구 원삼면 두창호수로190번길 28 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 원삼면 두창호수로190번길 28경기 용인시 처인구 원삼면 두창호수로190번길 28 (저압수용가)(두창리 1792),37.1412122,127.3389329,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 처인구 원삼면 두창리 1792,원삼면
2857,스타코프,경기 용인시 처인구 이동읍 원천로 11-28 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 이동읍 원천로 11-28경기 용인시 처인구 이동읍 원천로 11-28(천리 285-106),37.1937956,127.2078107,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 처인구 이동읍 천리 285-106,이동읍
2858,스타코프,경기 용인시 처인구 포곡읍 금어로230번길 9 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 금어로230번길 9경기 용인시 처인구 포곡읍 금어로230번길 9(금어리 462-20),37.2687842,127.2395315,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 처인구 포곡읍 금어리 462-20,포곡읍
2859,스타코프,경기 용인시 처인구 포곡읍 영문로29번길 95-20 (저압수용가),2,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 영문로29번길 95-20경기 용인시 처인구 포곡읍 영문로29번길 95-20(영문리 443-19),37.2682733,127.1992154,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 처인구 포곡읍 영문리 443-19,포곡읍
2860,스타코프,경기도 용인시 기흥구 동백중앙로54번길 6-37,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백중앙로54번길 6-37경기도 용인시 기흥구 동백중앙로54번길 6-37(중동 1017-35),37.2634485,127.1650971,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 중동 1017-35,동백2동
2861,스타코프,경기도 용인시 처인구 동부로 19 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 동부로 19경기도 용인시 처인구 동부로 19(마평동 604-5),37.23139,127.2140732,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 처인구 마평동 604-5,동부동
2862,스타코프,경기도 용인시 처인구 이동읍 원천로 17번길 4 (저압수용가),1,AC완속,경기도,용인시,경기도 용인시 처인구 이동읍 원천로17번길 4경기도 용인시 처인구 이동읍 원천로 17번길 4 (저압수용가)(천리 283),37.1935806,127.2086128,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 처인구 이동읍 천리 283,이동읍
2863,스타코프,고영테크놀러지 RnD 센터,1,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2864,스타코프,고영테크놀러지 RnD 센터,3,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 상현동 1188,상현1동
2865,스타코프,고영테크놀러지 RnD 센터,4,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 상현동 1188,상현1동
2866,스타코프,고영테크놀러지 RnD 센터,5,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2867,스타코프,고영테크놀러지 RnD 센터,6,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2868,스타코프,고영테크놀러지 RnD 센터,7,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2869,스타코프,고영테크놀러지 RnD 센터,8,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2870,스타코프,고영테크놀러지 RnD 센터,9,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2871,스타코프,고영테크놀러지 RnD 센터,10,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2872,스타코프,고영테크놀러지 RnD 센터,11,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2873,스타코프,고영테크놀러지 RnD 센터,12,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,경기도 용인시 수지구 상현동 1188,상현1동
2874,스타코프,고영테크놀러지 RnD 센터,13,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 상현동 1188,상현1동
2875,스타코프,고영테크놀러지 RnD 센터,14,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로59번길 18고영테크놀러지 RnD 센터(상현동 1188),37.3008185,127.065999,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 상현동 1188,상현1동
2876,스타코프,구성자이3차아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2877,스타코프,구성자이3차아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2878,스타코프,구성자이3차아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2879,스타코프,구성자이3차아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2880,스타코프,구성자이3차아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2881,스타코프,구성자이3차아파트,6,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2882,스타코프,구성자이3차아파트,7,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2883,스타코프,구성자이3차아파트,8,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로118번길 7경기 용인시 기흥구 구교동로118번길 7(교동마을 구성자이3차),37.3025762,127.1187109,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 마북동 638 교동마을 구성자이3차,마북동
2884,스타코프,기아 강남대대리점,1,AC완속,경기도,용인시,경기도 용인시 기흥구 용구대로 1965기아 강남대대리점(상갈동 220-21),37.2637002,127.104354,09:00~18:00,입주자외 이용불가,경기도 용인시 기흥구 상갈동 220-21,상갈동
2885,스타코프,기아 신갈지점,1,AC완속,경기도,용인시,경기도 용인시 기흥구 용구대로 2253기아 신갈지점(669 기아자동차),37.2881004,127.1081456,09:00~18:00,입주자외 이용불가,경기도 용인시 기흥구 신갈동 669 기아자동차,신갈동
2886,스타코프,기아 신갈지점,2,AC완속,경기도,용인시,경기도 용인시 기흥구 용구대로 2253기아 신갈지점(669 기아자동차),37.2881004,127.1081456,09:00~18:00,입주자외 이용불가,경기도 용인시 기흥구 신갈동 669 기아자동차,신갈동
2887,스타코프,기아 용인지점,1,AC완속,경기도,용인시,경기도 용인시 처인구 백옥대로 1050기아 용인지점(김량장동 8-4),37.2296084,127.2108034,09:00~18:00,입주자외 이용불가,경기도 용인시 처인구 김량장동 8-4,중앙동
2888,스타코프,기아 죽전대리점,1,AC완속,경기도,용인시,경기도 용인시 수지구 현암로 81기아 죽전대리점(1174-1 벤포스타),37.331728,127.1183434,09:00~18:00,입주자외 이용불가,경기도 용인시 수지구 죽전동 1174-1 벤포스타,죽전1동
2889,스타코프,기아 죽전대리점,2,AC완속,경기도,용인시,경기도 용인시 수지구 현암로 81기아 죽전대리점(1174-1 벤포스타),37.331728,127.1183434,09:00~18:00,입주자외 이용불가,경기도 용인시 수지구 죽전동 1174-1 벤포스타,죽전1동
2890,스타코프,기흥ICT밸리 A동,1,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2891,스타코프,기흥ICT밸리 A동,2,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2892,스타코프,기흥ICT밸리 A동,3,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2893,스타코프,기흥ICT밸리 A동,4,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2894,스타코프,기흥ICT밸리 A동,5,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2895,스타코프,기흥ICT밸리 A동,6,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2896,스타코프,기흥ICT밸리 A동,7,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2897,스타코프,기흥ICT밸리 A동,8,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2898,스타코프,기흥ICT밸리 A동,9,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2899,스타코프,기흥ICT밸리 A동,10,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2900,스타코프,기흥ICT밸리 A동,11,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2901,스타코프,기흥ICT밸리 A동,12,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58-1기흥ICT밸리 A동(구갈동 679),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 679,구갈동
2902,스타코프,기흥ICT밸리 B동,1,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2903,스타코프,기흥ICT밸리 B동,2,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2904,스타코프,기흥ICT밸리 B동,3,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2905,스타코프,기흥ICT밸리 B동,4,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2906,스타코프,기흥ICT밸리 B동,5,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2907,스타코프,기흥ICT밸리 B동,6,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2908,스타코프,기흥ICT밸리 B동,7,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2909,스타코프,기흥ICT밸리 B동,8,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2910,스타코프,기흥ICT밸리 B동,9,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2911,스타코프,기흥ICT밸리 B동,10,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2912,스타코프,기흥ICT밸리 B동,11,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2913,스타코프,기흥ICT밸리 B동,12,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로 58기흥ICT밸리 B동(구갈동 681),37.2790897,127.1157987,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 구갈동 681,구갈동
2914,스타코프,기흥써니밸리아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 고매로 16기흥써니밸리아파트(883 기흥써니밸리아파트),37.2309299,127.1111533,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 기흥구 고매동 883 기흥써니밸리아파트,기흥동
2915,스타코프,더리버하임,1,AC완속,경기도,용인시,경기도 용인시 수지구 대지로 19더리버하임(더 리버하임),37.3282607,127.1118243,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 죽전동 454 더 리버하임,죽전1동
2916,스타코프,더리버하임,2,AC완속,경기도,용인시,경기도 용인시 수지구 대지로 19더리버하임(더 리버하임),37.3282607,127.1118243,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 죽전동 454 더 리버하임,죽전1동
2917,스타코프,더리버하임,3,AC완속,경기도,용인시,경기도 용인시 수지구 대지로 19더리버하임(더 리버하임),37.3282607,127.1118243,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 죽전동 454 더 리버하임,죽전1동
2918,스타코프,더리버하임,4,AC완속,경기도,용인시,경기도 용인시 수지구 대지로 19더리버하임(더 리버하임),37.3282607,127.1118243,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 죽전동 454 더 리버하임,죽전1동
2919,스타코프,더샵동천이스트포레,1,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 89더샵동천이스트포레(더샵 동천이스트포레),37.3318415,127.093177,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 동천동 산151-2 더샵 동천이스트포레,동천동
2920,스타코프,더샵동천이스트포레,2,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 89더샵동천이스트포레(더샵 동천이스트포레),37.3318415,127.093177,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 동천동 산151-2 더샵 동천이스트포레,동천동
2921,스타코프,더샵동천이스트포레,3,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 89더샵동천이스트포레(더샵 동천이스트포레),37.3318415,127.093177,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 동천동 산151-2 더샵 동천이스트포레,동천동
2922,스타코프,더샵동천이스트포레,4,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 89더샵동천이스트포레(더샵 동천이스트포레),37.3318415,127.093177,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 동천동 산151-2 더샵 동천이스트포레,동천동
2923,스타코프,더샵동천이스트포레,5,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 89더샵동천이스트포레(더샵 동천이스트포레),37.3318415,127.093177,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 동천동 산151-2 더샵 동천이스트포레,동천동
2924,스타코프,더샵동천이스트포레,6,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 89더샵동천이스트포레(더샵 동천이스트포레),37.3318415,127.093177,09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,경기도 용인시 수지구 동천동 산151-2 더샵 동천이스트포레,동천동
