시도,시군구,읍면동,단지코드,단지명,단지분류,도로명주소,세대수,총주차대수,cell_ycrd,cell_xcrd
경기도,용인기흥구,구성동,A44677702,언남동부,아파트,경기도 용인시 기흥구 구성로 123,446,464,37.2932336,127.1226896
경기도,용인수지구,신봉동,A44815008,엘지빌리지5차B단지,아파트,경기도 용인시 수지구 신봉1로 110,556,1235,37.3264413,127.0727206
경기도,용인수지구,신봉동,A44815007,엘지빌리지5차A단지,아파트,경기도 용인시 수지구 신봉1로 112-2,532,1199,37.3264413,127.0727206
경기도,용인수지구,신봉동,A44853610,동부센트레빌5단지,아파트,경기도 용인시 수지구 신봉1로 214,490,904,37.3299595,127.0670297
경기도,용인수지구,신봉동,A44853611,신봉동부센트레빌6단지아파트,아파트,경기도 용인시 수지구 신봉1로 216,450,840,37.3332126,127.0648895
경기도,용인수지구,동천동,A44851005,래미안이스트팰리스2단지,아파트,경기도 용인시 수지구 동천로113번길 10,428,787,37.3364872,127.0900934
경기도,용인기흥구,동백3동,A44670701,신동백롯데캐슬에코2단지,아파트,경기도 용인시 기흥구 동백죽전대로527번길 67,868,1294,37.2721371,127.1521978
경기도,용인기흥구,동백3동,A44675301,신동백롯데캐슬에코1단지,아파트,경기도 용인시 기흥구 동백죽전대로527번길 80,1902,2769,37.2721371,127.1521978
경기도,용인기흥구,동백3동,A44675302,신동백서해그랑블1차,아파트,경기도 용인시 기흥구 동백죽전대로527번길 81,236,365,37.2721371,127.1521978
경기도,용인처인구,동부동,A44904005,용인마평,아파트,경기도 용인시 처인구 고림로 22,639,518,37.2356367,127.2143256
경기도,용인기흥구,서농동,A44670102,서천마을2단지,아파트,경기도 용인시 기흥구 서천로128번길 12,663,569,37.2380967,127.0722069
경기도,용인처인구,포곡읍,A44978603,배머루베네치아,아파트,경기도 용인시 처인구 영문로 64,347,422,37.2723034,127.209872
경기도,용인수지구,동천동,A44851206,신명스카이뷰,아파트,경기도 용인시 수지구 손곡로 53,262,262,37.3357194,127.0966761
경기도,용인수지구,동천동,A44812009,수진마을2단지,아파트,경기도 용인시 수지구 손곡로 54,344,549,37.3368172,127.0965918
경기도,용인수지구,동천동,A44851210,수진마을우미이노스빌,아파트,경기도 용인시 수지구 손곡로 67,396,400,37.3356784,127.0948484
경기도,용인수지구,동천동,A44851412,수진마을써니벨리,아파트,경기도 용인시 수지구 손곡로 82,627,750,37.3368954,127.0936173
경기도,용인수지구,풍덕천2동,A44855005,수지태영데시앙1차,아파트,경기도 용인시 수지구 수지로 166,648,661,37.3153691,127.0830441
경기도,용인수지구,풍덕천1동,A44878406,동부1차,아파트,경기도 용인시 수지구 수지로 323,612,442,37.3280158,127.0928698
경기도,용인수지구,동천동,A44851111,동천마을현대1차홈타운,아파트,경기도 용인시 수지구 수지로 487,466,472,37.3397236,127.0988942
경기도,용인기흥구,구성동,A44691003,구성신일해피트리,아파트,경기도 용인시 기흥구 구성로 184,591,713,37.2906602,127.1300277
경기도,용인수지구,동천동,A44851007,래미안이스트팰리스4단지,아파트,경기도 용인시 수지구 동천로153번길 6,620,1352,37.3356019,127.0850101
경기도,용인수지구,동천동,A44851006,래미안이스트팰리스1단지,아파트,경기도 용인시 수지구 동천로153번길 7,460,948,37.3363875,127.0880283
경기도,용인수지구,동천동,A10025376,동천 파크 자이 아파트,아파트,경기도 용인시 수지구 동천로153번길 79,388,475,37.3356424,127.086916
경기도,용인수지구,동천동,A10026122,동천더샵파크사이드,아파트,경기도 용인시 수지구 동천로178번길 4,330,377,37.3397068,127.0849429
경기도,용인처인구,동부동,A44992902,마평라이프,아파트,경기도 용인시 처인구 동부로 7,290,217,37.2320043,127.2143159
경기도,용인수지구,상현1동,A10026428,포레나광교상현,아파트,경기도 용인시 수지구 수지로 17,639,766,37.3201986,127.0857095
경기도,용인수지구,상현1동,A44852804,광교현대프레미오,아파트,경기도 용인시 수지구 수지로 41,300,671,37.3070642,127.0740607
경기도,용인기흥구,신갈동,A44696104,신갈삼익,아파트,경기도 용인시 기흥구 신갈로124번길 3,296,228,37.2783787,127.1062543
경기도,용인기흥구,보라동,A44659201,자봉마을써니밸리,아파트,경기도 용인시 기흥구 사은로 274-22,1092,1371,37.2512824,127.1355454
경기도,용인처인구,역삼동,A44972203,역북마을신성,아파트,경기도 용인시 처인구 명지로 15-5,475,475,37.2351715,127.189674
경기도,용인처인구,역삼동,A44972201,역북마을금강,아파트,경기도 용인시 처인구 명지로 15-29,150,151,37.2346235,127.1915123
경기도,용인처인구,역삼동,A44972202,역북마을보성,아파트,경기도 용인시 처인구 명지로 15-33,162,249,37.2349153,127.1916129
경기도,용인처인구,중앙동,A44903001,삼라마이다스빌,아파트,경기도 용인시 처인구 명지로 307,159,161,37.2279881,127.2097069
경기도,용인처인구,유림동,A44972404,인정프린스3차,아파트,경기도 용인시 처인구 경안천로 368,380,171,37.2638714,127.2167134
경기도,용인처인구,유림동,A44972402,용인인정프린스2차,아파트,경기도 용인시 처인구 경안천로 378,330,241,37.2644087,127.2163425
경기도,용인처인구,유림동,A10026328,양우내안애 에듀파크,아파트,경기도 용인시 처인구 경안천로 112,737,813,37.2448753,127.2144711
경기도,용인기흥구,동백3동,A44691604,신동백아이파크,아파트,경기도 용인시 기흥구 언동로217번길 11,313,544,37.2775888,127.1453481
경기도,용인기흥구,동백3동,A44675303,신동백서해그랑블2차,아파트,경기도 용인시 기흥구 언동로217번길 31,817,1112,37.277518,127.1473891
경기도,용인수지구,신봉동,A44853509,우남퍼스트빌,아파트,경기도 용인시 수지구 신봉1로 27,962,841,37.319775,127.0806664
경기도,용인수지구,신봉동,A44853503,서홍마을현대효성,아파트,경기도 용인시 수지구 신봉1로 28,388,403,37.3209663,127.0819607
경기도,용인처인구,중앙동,A44970503,용인에스원스마트빌,도시형 생활주택(주상복합),경기도 용인시 처인구 백옥대로 1104,299,73,37.2340419,127.2094668
경기도,용인기흥구,영덕1동,A44678704,흥덕마을주공4단지,아파트,경기도 용인시 기흥구 흥덕2로 46,383,317,37.2716868,127.0741818
경기도,용인기흥구,영덕1동,A44678705,흥덕마을3단지,아파트,경기도 용인시 기흥구 흥덕2로 80,866,705,37.2744849,127.0749098
경기도,용인기흥구,영덕1동,A44678712,흥덕마을7단지힐스테이트,아파트,경기도 용인시 기흥구 흥덕2로 126,570,631,37.2794202,127.0735256
경기도,용인기흥구,영덕1동,A44678708,흥덕마을12단지,아파트,경기도 용인시 기흥구 흥덕3로 20,759,1485,37.2714692,127.0840876
경기도,용인기흥구,영덕1동,A44678709,흥덕마을14단지 호반베르디움,아파트,경기도 용인시 기흥구 흥덕3로 60,236,496,37.2739697,127.0831575
경기도,용인처인구,역삼동,A44978002,우남퍼스트빌,아파트,경기도 용인시 처인구 금학로 91,451,550,37.2406834,127.1733614
경기도,용인처인구,동부동,A44904004,푸른마을 용인 자이 아파트,아파트,경기도 용인시 처인구 금학로 520,502,567,37.2343196,127.2185868
경기도,용인처인구,역삼동,A44971803,진우,아파트,경기도 용인시 처인구 중부대로 1144,582,553,37.2390156,127.1717026
경기도,용인기흥구,구성동,A44657503,청덕마을광도와이드빌,아파트,경기도 용인시 기흥구 언동로71번길 64,476,575,37.2876158,127.1456712
경기도,용인기흥구,마북동,A44693813,연원마을벽산아파트,아파트,경기도 용인시 기흥구 연원로42번길 2,1576,2018,37.3008836,127.1103555
경기도,용인기흥구,마북동,A44655801,연원마을삼성쉐르빌아파트,아파트,경기도 용인시 기흥구 연원로42번길 33,316,756,37.3012583,127.1145336
경기도,용인처인구,중앙동,A10026993,유메이드,도시형 생활주택(주상복합),경기도 용인시 처인구 금령로 43,299,149,37.2351129,127.20094
경기도,용인기흥구,신갈동,A44658506,새릉골풍림,아파트,경기도 용인시 기흥구 기흥로116번길 7,340,341,37.2868139,127.1120132
경기도,용인기흥구,신갈동,A44658814,기흥파크뷰(새천년그린빌5단지),아파트,경기도 용인시 기흥구 기흥로116번길 60,915,944,37.2879835,127.1190086
경기도,용인기흥구,신갈동,A44658807,용인신갈푸르지오,아파트,경기도 용인시 기흥구 기흥로116번길 77,346,605,37.2898984,127.1178021
경기도,용인기흥구,구성동,A44679205,초원마을성원상떼빌,아파트,경기도 용인시 기흥구 기흥로116번길 100,860,1303,37.2893069,127.1224837
경기도,용인기흥구,서농동,A44690601,예현마을현대홈타운,아파트,경기도 용인시 기흥구 예현로35번길 21,622,910,37.2413755,127.0679165
경기도,용인처인구,유림동,A44972403,인정프린스1차,아파트,경기도 용인시 처인구 금어로 6,375,209,37.2648788,127.2160344
경기도,용인처인구,유림동,A44901002,보평마을 삼정그린뷰 아파트,아파트,경기도 용인시 처인구 금어로 74,360,434,37.2653799,127.2228773
경기도,용인처인구,유림동,A44978805,금평마을영화,아파트,경기도 용인시 처인구 금어로 102,428,536,37.2655097,127.2259155
경기도,용인처인구,이동읍,A44983303,한천마을금광베네스타,아파트,경기도 용인시 처인구 백옥대로 711,460,502,37.2002811,127.2075728
경기도,용인처인구,이동읍,A10027387,에이스카운티아파트,아파트,경기도 용인시 처인구 백옥대로 737,430,478,37.192076,127.2068598
경기도,용인처인구,포곡읍,A44982804,금전마을리슈빌아파트,아파트,경기도 용인시 처인구 둔전로 15,441,485,37.2666255,127.2160929
경기도,용인수지구,성복동,A10024775,성복역 롯데캐슬파크나인아파트,아파트,경기도 용인시 수지구 성복1로 13,534,702,37.3175005,127.0653222
경기도,용인수지구,동천동,A10024930,더샵동천이스트포레아파트,아파트,경기도 용인시 수지구 수풍로 89,980,1226,37.3318415,127.093177
경기도,용인수지구,성복동,A10024453,성복역 롯데캐슬 클라시엘 아파트,아파트,경기도 용인시 수지구 성복1로 35,1094,1530,37.3175005,127.0653222
경기도,용인수지구,상현1동,A10024390,광교상현솔하임,도시형 생활주택(주상복합),경기도 용인시 수지구 상현로 6,224,179,37.3025489,127.074759
경기도,용인수지구,죽전1동,A10024338,죽전역솔하임,도시형 생활주택(주상복합),경기도 용인시 수지구 정든로 5,234,170,37.3274678,127.1145453
경기도,용인기흥구,동백3동,A10025674,동백하우스디카바나,아파트,경기도 용인시 기흥구 동백죽전대로527번길 34,284,313,37.2721371,127.1521978
경기도,용인수지구,신봉동,A10025673,신봉동 동도센트리움,아파트,경기도 용인시 수지구 신봉3로 6,184,202,37.3264919,127.0657722
경기도,용인수지구,신봉동,A10023754,힐스테이트 광교산,아파트,경기도 용인시 수지구 신봉2로 154,789,1026,37.3288652,127.0722041
경기도,용인수지구,동천동,A10023868,한화포레나수지동천,아파트,경기도 용인시 수지구 고기로45번길 40,293,311,37.3414282,127.09015
경기도,용인처인구,남사읍,A10023854,이편한세상용인파크카운티,연립주택,경기 용인시 처인구 남사읍 한숲로33번길 36,75,115,37.2291545,127.2825314
경기도,용인기흥구,구성동,A10024208,힐스테이트 구성 아파트,아파트,경기 용인시 기흥구 용인향교로 29,699,874,37.2967369,127.1202756
경기도,용인기흥구,마북동,A44655607,교동마을LG자이,아파트,경기 용인시 기흥구 마북로 182,450,583,37.3052495,127.1256036
경기도,용인수지구,상현1동,A44813013,광교마을46단지 광교스타클래스,아파트,경기 용인시 수지구 법조로 252,220,392,37.2993199,127.0735488
경기도,용인기흥구,마북동,A44691203,교동마을쌍용,아파트,경기 용인시 기흥구 마북로154번길 23,340,654,37.3033372,127.1269241
경기도,용인수지구,죽전1동,A44816010,도담마을아이파크,아파트,경기 용인시 수지구 대지로 82,360,360,37.3293065,127.1178233
경기도,용인수지구,상현1동,A44813011,광교마을46단지 광교스타클래스,아파트,경기 용인시 수지구 법조로 251,168,323,37.2993199,127.0735488
경기도,용인수지구,풍덕천2동,A44899104,진산마을삼성래미안6차,아파트,경기 용인시 수지구 진산로 108,343,729,37.3194814,127.0999077
경기도,용인수지구,신봉동,A44853608,동일하이빌3단지,아파트,경기 용인시 수지구 신봉3로 25,594,1138,37.3263184,127.0640869
경기도,용인처인구,역삼동,A10027349,역북1단지 우남퍼스트빌 아파트,아파트,경기 용인시 처인구 낙은로 60,409,429,37.2414775,127.1962133
경기도,용인기흥구,보라동,A44658307,보라마을현대모닝사이드2차,아파트,경기 용인시 기흥구 용구대로 1842,771,1234,37.2528157,127.1063669
경기도,용인수지구,죽전2동,A44816003,죽전7차현대홈타운1단지,아파트,경기 용인시 수지구 탄천상로 7,162,178,37.3323031,127.1112603
경기도,용인기흥구,신갈동,A44658414,기흥더샵프라임뷰,아파트,경기 용인시 기흥구 구갈로 71-18,612,775,37.2816781,127.1101464
경기도,용인기흥구,신갈동,A44658415,기흥역롯데캐슬스카이,주상복합,경기 용인시 기흥구 중부대로 375,625,797,37.2653654,127.1005782
경기도,용인기흥구,서농동,A10027304,힐스테이트 서천 아파트,아파트,경기 용인시 기흥구 서천동로 22,754,912,37.2403129,127.0755947
경기도,용인처인구,역삼동,A10027347,역북2단지 우남퍼스트빌아파트,아파트,경기 용인시 처인구 낙은로 59,505,532,37.2414775,127.1962133
